id,lon,lat
4979152660,91.7581665,26.1752023
4972480513,91.687162,26.160149399999998
4972481418,91.6909098,26.1636815
4994016484,91.72936779999999,26.201611099999997
4978326793,91.83747989999999,26.1840688
4977090538,91.7635299,26.1913093
5592325538,91.83307479999999,26.179422
2328417999,91.719591,26.1041121
1364340298,91.78181029999999,26.179085999999998
5964262642,91.6628757,26.1544979
4890703891,91.7502272,26.128487099999997
4978332709,91.7776633,26.1902452
4972467687,91.718953,26.1196366
4978331803,91.7864522,26.1846683
1359543623,91.6944711,26.1959527
1364340775,91.77813309999999,26.1704701
4892883505,91.72567409999999,26.1252745
4978332126,91.785901,26.185642599999998
4978929149,91.7763358,26.1230904
4979080558,91.7941086,26.1779868
5439495975,91.79379399999999,26.141213099999998
4972480375,91.6929092,26.1592324
1347680926,91.7590385,26.120096099999998
4979134322,91.7695847,26.1821515
4977091400,91.7663345,26.1962711
5445029017,91.79868689999999,26.1232895
4994231043,91.6832459,26.2059706
6176269606,91.7531558,26.1280023
4722092935,91.7968571,26.1200889
4978332176,91.78771019999999,26.189181899999998
5439623286,91.8059298,26.1186196
6880701799,91.73487689999999,26.169001299999998
1364340549,91.7727795,26.1737897
7085720056,91.76949619999999,26.142965
6877111105,91.76359,26.1816052
4890807980,91.8037105,26.1176766
4978947006,91.7667764,26.130743499999998
4979152454,91.7579574,26.1812947
4213422026,91.7908063,26.1264766
4979009365,91.8055183,26.171514499999997
5592432553,91.7176808,26.1071238
4979076998,91.7924398,26.1753203
4892666116,91.791375,26.1595957
4979047766,91.76472489999999,26.146004899999998
4974641969,91.8243864,26.1455974
4978331806,91.78665819999999,26.183902099999997
4975024509,91.834239,26.1335576
4978885454,91.8086591,26.160575599999998
4976532223,91.80849289999999,26.1501129
4977090065,91.76968459999999,26.1897523
4978933471,91.765502,26.1225673
4994030156,91.7215616,26.190016399999998
6880057187,91.7509139,26.183832799999998
4978965259,91.78095379999999,26.1442457
4983809470,91.7939584,26.1984794
7094675220,91.8131811,26.1278169
4978888582,91.8060601,26.157932199999998
5924090507,91.7924173,26.135151699999998
7071670861,91.7465472,26.1467705
4979123454,91.7785148,26.1693277
7113122691,91.7607055,26.1851062
4972481394,91.6773544,26.1634498
4978331808,91.7864022,26.1843744
4983829341,91.77543999999999,26.1989056
5440253359,91.8219141,26.1316635
4890613449,91.77091779999999,26.1361182
4972478661,91.6967686,26.1390145
4976478217,91.7832079,26.1619095
653107368,91.7406012,26.183242
4978331601,91.7961328,26.19012
4892882542,91.73554209999999,26.1532976
4071082863,91.77735249999999,26.1783093
4972478097,91.6768859,26.128234799999998
1364513156,91.706355,26.1552743
4978924541,91.7613906,26.1122674
1380068632,91.67971639999999,26.1873613
4974640755,91.8264071,26.1387406
4978917992,91.7810512,26.1127587
5789291250,91.78627689999999,26.130844399999997
4993918530,91.68059149999999,26.1827659
4975025128,91.83050659999999,26.1323513
4976687305,91.81185149999999,26.1185156
4979101280,91.7908305,26.1715675
1364513850,91.6960143,26.1501962
4976687307,91.8143928,26.1202884
4978329824,91.8324722,26.186432399999998
4892938988,91.79320419999999,26.1225654
4979135567,91.7672149,26.1794774
4976572493,91.79726629999999,26.132359299999997
4978955530,91.7831916,26.1296887
4974677762,91.82770959999999,26.148450999999998
5444939376,91.7983622,26.1173337
6340536414,91.7984922,26.117968299999998
4979117804,91.7749959,26.159081099999998
5788981960,91.74820749999999,26.166613299999998
7107861137,91.7994592,26.179928699999998
2686165190,91.77188629999999,26.178337199999998
4890779439,91.78980589999999,26.154949199999997
4979123978,91.75971919999999,26.159118799999998
4974547828,91.8129893,26.135968899999998
4977090705,91.7586979,26.1924141
6975614328,91.7450252,26.1840147
4978954383,91.7872026,26.1382214
4723838653,91.73143189999999,26.1373988
4978889981,91.80613269999999,26.1589062
4976867237,91.6671324,26.1472305
4978332987,91.7670744,26.1838005
4979085323,91.79569409999999,26.1786505
4977091529,91.76439859999999,26.196816199999997
6880960834,91.80969759999999,26.1404769
4071082865,91.77734769999999,26.1787875
4976754286,91.8257422,26.1176499
7085477700,91.7437616,26.1750224
4994230002,91.69756249999999,26.2013911
4978887527,91.8090805,26.154702699999998
4978908870,91.8185618,26.1686306
4979127102,91.7717117,26.1694154
6709806737,91.82235229999999,26.122681699999998
4978332811,91.76000429999999,26.1867985
4978985279,91.8105104,26.1766069
4979088317,91.7892394,26.1769791
4978974677,91.770671,26.138424999999998
1299582038,91.7508038,26.1824549
4890808125,91.77534879999999,26.1198922
3736219201,91.8095093,26.1245573
1364589029,91.8015641,26.1416135
6880041683,91.7918578,26.1296261
1364588854,91.8098098,26.137717
4976867277,91.6699364,26.1487718
5439747408,91.7978313,26.1124522
5439719980,91.79830319999999,26.1179147
6880338355,91.75059999999999,26.1177814
4976867239,91.6669976,26.1464602
4978961070,91.77975409999999,26.1400258
4994030158,91.7187699,26.1884247
4978904751,91.79600719999999,26.1581777
4976767081,91.8389538,26.114825699999997
6709202584,91.70482299999999,26.1598021
4573837420,91.756687,26.1848761
